x=1, n=10
,i,p_i,q_i
f(x),0,2.7989340037682282947420641365269013663062570813632096010313358318e-1,1.0000000000000000000000000000000000000000000000000000000000000000e0
f(x),1,5.7205591525157572999488694337797995874004811828484422125785523825e-1,2.7368295329761529311732860653514758217180133376224804796963841239e0
f(x),2,5.9783983618606956055364325219597734209601649513035734753280827139e-1,3.7017394865617628476579758493390221447505652468720303324545717774e0
f(x),3,4.2111024510385294829365195124445379961695811251416405287013381233e-1,3.2178706110869113055450711265320279609612473857228601094431783004e0
f(x),4,2.0993439511867519331215382789100533273575895651658454279453071346e-1,1.9825736439977220037406618544390585988549632816371586498450090629e0
f(x),5,7.7237183041874244821259033816689793264777479552850705735269644731e-2,9.0312682336143286279399376677211524825813298155910627154465458902e-1
f(x),6,2.0876447803688098787639300567809101411754820454149011662773941422e-2,3.0826610089935471086444202371973612407287512498267934696031358105e-1
f(x),7,3.9808143975330272408406043208726637275272802876493237312892719414e-3,7.8035652012020943880873657808021867908415227226216285348357224753e-2
f(x),8,4.9641588139743881663416941436807531479452821455441446014246326310e-4,1.4088511662588708035343224165883878321069359910067318412213776648e-2
f(x),9,3.0598905745232427023300620063625883075482409629626599011503581535e-5,1.6504830952918507108169093010400614507350008579903295157444946394e-3
f(x),10,1.3892136615299062990348786029062415754054858835003532819965183177e-8,9.6864543360462847129681707194863474929285816017543011353624185303e-5
g(x),0,6.1740852609645233923243303374847362506213427547583432665592673734e-2,1.0000000000000000000000000000000000000000000000000000000000000000e0
g(x),1,3.9583632108885343424195162298485403961064315169190476543874123883e-2,2.5958919406265875056280547824983899271895194839959936195883439434e0
g(x),2,2.8529980899589752727945180265279090408732777614859860724235900600e-2,3.3502747991003048983538573985504740295554189244603282084266451088e0
g(x),3,1.1929176489624877519535456022988986998955737674827481826080997541e-2,2.7864712020398344927256432829588474236958714750028354377464686190e0
g(x),4,2.9138743521113151672844516298425860073840067560955930942097732806e-3,1.6454469280168041059006149288091525448249976545121518392991233530e0
g(x),5,9.3141457247994758186213403850205342841750542763369338741115823199e-4,7.1911074330284147169129396919976498771426579107978744682415457060e-1
g(x),6,2.2652469780096547291457977255010857881332688582251282934353243406e-5,2.3562151157940368896223812476707934447596331898874747448775970202e-1
g(x),7,2.2510239504555329301188490938417653617017579695889198108824504806e-5,5.7267849762691787103066532522620609363000949273881223920306169965e-2
g(x),8,-2.5711782681487590838188018994626435063025424307435413437863405251e-6,9.9278137907348818825732636357978848789140920146091146701793078393e-3
g(x),9,2.6463296007682482554294617266004564880221971112989438600713379840e-7,1.1167898878508466504044871015122750269313020947326690663008504499e-3
g(x),10,-1.3465981657521903167465176375592387513949898412507239208805377054e-8,6.3028418584348713264320023711577347052945839677205558803497372727e-5
relative error f(x)=3.7667768026e-31, relative error g(x)=2.9356392670e-31

x=1.25, n=10
,i,p_i,q_i
f(x),0,2.3689072565708900560695923856852183257858882918997339703984726387e-1,1.0000000000000000000000000000000000000000000000000000000000000000e0
