index,x
0,0.50830937532420687641349828581842717031700931051468679418413431921116348874
1,1.4431863341479549236446048890068240029469471856369008605229625247060941497
2,2.0117573320515190658972992882931301220367494944509321523324978958778997567
3,2.4561342075668904348217806326218233121218483264854345652706923594372305945
4,2.8328085346807549591284035707211604678240742697612759430566983631748906621
5,3.165436283627061036241159659716920102187400868396169613440223706211472873
6,3.4665146183184127000702073328088668368628926537620598347473497708870335644
7,3.7435772381614420400598782603382167750326319036592471244273171055119184715
8,4.0015740696357015068851826466979767517438608949901799524661579658703316229
9,4.2439614066512240720129639058512958636439997491758728562170376734410093422
10,4.4732645697743910771588355749330076347753643573700840543921080470439830907
11,4.6913946476825024232319915492397614177020935754233120269246969873521858937
12,4.8998390155958454074857390460313024413920263756434216592844672831028831229
13,5.0997820886261593233735431138240200103610627466847809096662838972790959264
14,5.2921851754072181129817206273127736751143506754881461339194726929053715537
15,5.4778411736419182063941798646572219132489912887793610484802051960664047412
16,5.6574131587971654799198251923450992333347117022918825604869297943829772761
17,5.8314623057845055475677537875812529635837404265774880838278064729317858305
18,6.0004685382357969384495160549899796911930751177100369816013275784008001357
19,6.164846093344752504832499131920104331563570395660255109211065248232724683
20,6.3249554527646404318099968823430942925300452698214029924146641775748993857
21,6.4811126252095061698094993874708121454961636117227019628320964582202239558
22,6.6335964653517744001908783698986244020994247503396009082813358879766903145
23,6.7826545138796301415638514200724032838750259590745530766554150385374719811
24,6.928507708187707167945875149926574787129727375065356588322139183669806617
25,7.0713542196047330653115837997454741483235030667555335969197378943399528979
26,7.2113726072524885181734782126665422672875081601277096525878762598740075891
27,7.3487244316035535414773139257223639074372889948135278551175074735697627463
28,7.4835564367087125925675250349566762287094124101898725284384020603761756482
29,7.6160023850121174745712134951152318906874516499389941371760188408997954208
30,7.7461846100377988140264407697459699930120822495534101969235561088042207482
31,7.874215338213030787359079770800489123988110100847656790013622642432321249
32,8.0001978204377875771152542128315216329828993759021478058911529107260823883
33,8.1242273058297262152782476130876709581360943875694737881872717616379668496
34,8.2463918837381800526867041927332474036591926026651882875111771926013304212
35,8.3667732151712719074280558582960699575858940425531239015199251667698632793
36,8.4854471708833250474540325367934127170954321239089574475481570584141224629
37,8.6024843902786370672929651720887924831072089990126375111458009403985692179
38,8.7179507728186166472360651995224793550391613441347553950186446998223535338
39,8.831907911634110153021922850293154836780281441385009952281186600967800062
40,8.9444134774387273941671134453799776180256309025734590865731500619862920692
41,9.0555215595320835951485630155564285842338362459164169095419571541900572092
42,9.165282969612499099356748791801596905571891850774518052505188622036041316
43,9.2737455132390767092980715076327452275023044000056441589505382298657114053
44,9.3809542330559322624832807055229474571440617651375692259470820197400644208
45,9.4869516272874096614224682753912288274715941185062110597326826261667853408
46,9.5917778465092336717036385791846907411700287520180704841518931778471123036
47,9.6954708712783586747288525972284760770885705852624860287402213912539041058
48,9.7980666728490702262338998343670078401462848974464261112802570235010555039
49,9.8995993589028907668822579229996351367524547046407254352113992156470481977
50,10.000101305965508109047960157450156687246479802307203255082008307918135416
51,10.099603279967562079708721941278411577678834399907536479094210820428254261
52,10.198134546221398781547812830896222756484641803125172717449642560256552146
53,10.295722969927684847375996942852443634543079139980559870126853954091933529
54,10.392395108189835535480748956038752818310704559076847988977009844672945354
55,10.488176294397060836459483777853112083192206290501637843954033655501490912
56,10.583090715735583093384313571670386232513314440360554529033224975855957868
57,10.677161484499826060875164899173228786206216597039329288732994773323706621
58,10.770410703799115393026050718654298636215280376043056515631856575564172774
59,10.862859528188987461843404853597189736336123309866226332619404294799703286
60,10.954528219698169159270303359274706070005320824435469176330928623556062289
61,11.045436199671479875172608946108170026000197210816002018557677405314744877
62,11.135602096804316035110076272965452803895587043424576574645851798352624148
63,11.225043791705159191382312836264851649169927251952901575464592402374069809
64,11.313778458287978979831417694399388732082032334443435026684087739171189729
65,11.40182260226586726353571850075716114751813421966887753281206386264390359
66,11.489192096990213987909357809341129554067475833840409776152677138628996737
67,11.575902216855768513913386567713744885341580462254757262676021277444396128
68,11.661967668470635899714500380177857028189732050398162907430960398759450328
69,11.747402619771302988073811350851691903272399545040709990154380616290908188
70,11.832220727245887092478302758495658011764915227301762978148359614718058258
71,11.916435161413702247752748363221788753873859980570484068654780441244053642
72,12.00005863069572919139600226809883218191848157665512280231202525674794486
73,12.083103403798468553660568885724598953555601574318172620632703044346489667
74,12.165581330722789478741078577762944658152888789911723190622465109045317565
75,12.247503862499616208497310533391111349934628358287749497882074306748763483
76,12.3288820697454990735423123716642304122544160445374746156183305960897615
77,12.409726660123185335852408819236757626134309776286822432852329065753456484
78,12.490047994785144237254634934572542033663860171241712499810373797742068949
79,12.569856103871525807337771642803748100055026780240345392406876799026779306
80,12.649160701128170873331436240057434234116124350519097534168840081721980149
81,12.727971197704975405628335112325126871855174780243422996347799820354375302
82,12.806296715190088524088511927642618357536590378834208678833610618189955957
83,12.884146097931039497864003421138186690023563438524065987151793209125828366
84,12.961527924689899994084305153346953563223184138136812206000697301906397589
85,13.038450519675953829636092748291747111727786314568594191103255666544727883
86,13.114921962996032155722587579733829972144473407578434217918695598712205507
87,13.190950100559645855817135272965866225615569581039465534045205690796362596
88,13.266542553473280892480528494936543772472730693903910406799064720974106577
89,13.341706726955691347274549069761746500177464384148434413904458194875843585
90,13.416449818803706576758584162992106072491484172229874910942191675992102088
91,13.490778827435943228339129457610450162421217531348778123383629703374359445
92,13.564700559539861879479037453688467365560271094902916791909441447516235267
93,13.63822163734581568700030536257959960692069351654989574240637737650856065
94,13.711348505550090204057763436220582245049928921791518662263943839682365602
95,13.784087437907416441898266282029437832299793647752234022634682167328145605
96,13.856444543512041619186229913336551316541401212943719971659520442208565578
97,13.928425772785153305858658503215767497958667752388905142493563245776887903
98,14.00003692318526331382320999989390355310769520386022608248050239925429632
99,14.071283644657059116154449976524529864856266215476253450558327104532281613
100,14.14217144483321501543159205705513177369536096009772083872689910349757004
101,14.212705694002715692809457677035591377619907831252195388585560837406176484
102,14.282891629858374774908019585999661029642422869075441343634250630316318506
103,14.352734362035424870703985774866297769273322350259921834477581379225802675
104,14.422238876452307902597719641185393701039888553045980178957512553709820675
105,14.491410039464100710624610538829453806980438261816743391051370598532309511
106,14.560252601838366503178017009963434162290788883503723480464157736781228943
107,14.628771202562623806711546523340979700753699584039524533638801870086501627
108,14.696970372492067526083681841114199829630287971278616244663344333728421942
109,14.764854537845658278206358500816176928201400714033019001075404872060007649
110,14.832428023558213302087783706183695812722222262896517620022513140952727729
111,14.899695056495682234535116491070586138309566865409360249971463064526518921
112,14.966659768540371363297139995306783157483143523596886921800542533024484562
113,15.033326199552488331236439473968274519725083295647328213072770782359541096
114,15.099698300214013561855832150169645714306943472122443080241424206509153413
115,15.165779934760562978764833365431114492759915333734930527685281323900998084
116,15.231574883606587129088067429947444649780290377447688883754447315219702866
117,15.297086845868952967684397077815533255185058742896920945743945077068226794
118,15.362319441793674821370865531767172703913617106550075393296460766490980386
119,15.427276215090299056154507316873056901516325005819392631700446040569498652
120,15.491960635178201451243466083145289204487870251991236726862713375111580924
121,15.556376099348826076706627718064726900654683209404705364018017871808458559
122,15.62052593484767850369220989155435860931042745642668874775669018719103462
123,15.684413400879683457122197825891472538227057056578621843847030396115737047
124,15.748041690541326637075321684689166877591716533564478508795200376857577576
125,15.811413932682821542835262326556297921303077541068834824041258029972197691
126,15.874533193703373952990731273012956963904858718691319662979459796113493299
127,15.937402479282458524884358057087398428568113045571990108222490351768974472
128,16.000024736049873109807468164819483231144813576838587242858878436543141634
129,16.062402853197196218745247001917906927227965619176640049903673470222548933
130,16.124539664033141044721530861499301427050454699776810601492906966980418093
131,16.186437947485175021156581617558579176010175123675615964965440453615932882
132,16.248100429549656578828713177295607558610845554372427572652053592543524684
133,16.309529784692630100077997155634865269473137617131336934207099232320211736
134,16.370728637203315633439975439785024491415400801829033179693300473297493277
135,16.431699562502231330610165446697160496118923590596978318999318546543945886
136,16.492445088405793433874200499626997219508050146659471575173658086263124131
137,16.552967696349150634814608488845476744504761795809365023723990264996095554
138,16.613269822568926426751734726920383302987614733046182220937614513216437607
139,16.673353859247464388335854790570417516144803697767233466534455884290813106
140,16.733222155620096888492434869572104813929562209854635621338144252086675053
141,16.792877019046887236704799610994333439212682685044017574297607259050816068
142,16.852320716050228577842836528700740603434306118426796874745170053753841643
143,16.911555473319619623855234057977020874136441918849815693558908699536054906
144,16.97058347868487741690374848790843018879023303407544101419796326708641076
145,17.029406882058990534944870799259681483217373640661620606600018074132281209
146,17.088027796351762299123230069652212119740748866623245866874986413308570358
147,17.146448298355342452235280489830894289798524705422817165576960487257082793
148,17.204670429602697289547347345011436397674273775383900674058497533859838906
149,17.262696197200022188219389946113544653019353098179434485670355405998052572
150,17.320527574634056759801107445804423790558140044345718327910169404948843372
151,17.378166502555221310868719883751527668056648455876917934184800681175917813
152,17.435614889537453817216455712972296352246150523363647186051114450353703437
153,17.492874612815589082116311439861659876356677333459415082727051903267719373
154,17.549947519001086051150871004152544783707234774331107780097922455500125444
155,17.606835424776875293787549319369626110575992969367540648575771426650651212
156,17.663540117572066340172782912476033489367314905262472842078181223323647062
157,17.720063356217223791333026018231528722236342249211943702887097309606741894
158,17.77640687158089181821913040082975059485586373700385890572307650827524282
159,17.832572367188018750998887479056647962948076396759299954973659880400979295
160,17.888561519820906860568283539364104084260527683686971278807908924406840914
161,17.944375980103287079688374067018350775489441395644162716753932155807647019
162,18.000017373068094235842446704679743835039515143902440550336709215948027643
163,18.055487298709495310070125660125969636888114932262035958753944753649194548
164,18.110787332519701237488969160628594658044351230543014012045787307992798188
165,18.165919026011071771142703361334069975165221291653673131495052247410711462
166,18.220883907224002889552570070088032842768033722435682036375201975213873808
167,18.275683481221067091180641358651974288149544195052266846975079147419813073
168,18.330319230567858639994584713794435962083309008382784783254306334756971759
169,18.384792615800978362099704959152885141768318824417489676272949456273519194
170,18.439105075883575903056907274728960797763606356062462103068808665128955069
171,18.493258028648851400398522190922172152483018371381057125543817687849946213
172,18.547252871231903269494960935581227138148912049725579002015525626726569584
173,18.601090980490294208833786062055520807217504043451403629378706788749986617
174,18.654773713413693570359479219988815566521306763385200832659611171268813047
175,18.708302407522940880974167025795260863281288708470791750130815047463772956
176,18.761678381258862513474292097233980569939061162013415037940320166763159922
177,18.814902934361161261523915271473536327632942430366431614510776999302340125
178,18.867977348237686847647947059748326145584560250405548009894022488242317876
179,18.920902886324384160964742359483784507274248425907951826940436865016943476
180,18.973680794436205259072974278228705872152241398750431857064262869720508187
181,19.026312301109260854001301064564964950179433183280174404724587494296078836
182,19.078798617934477114421349555751265729084427531342576443447047543558174501
183,19.131140939883014135509861473366428573858325862256817107946943913713821884
184,19.183340445623693335051276889446819404249918889781706974084943038964514075
185,19.235398297832672311697439638829327748595441172646858825623334694853848519
186,19.287315643495597331764312403476144035235911102865680944135635346022666645
187,19.339093614202455578430579465511270899150831764696384686911573166674051914
188,19.39073332643534158641140249250528738051190955320143438164295127823583936
189,19.442235881849344881586001066855243642745691915894736910001272518004625659
190,19.493602367546758734862957190159722259868960330747751142383622757861507899
191,19.54483385634480310966393134234440661256310021573882992744175676980550176
192,19.595931407037048320337680913457676490821291944427175904394684491509299918
193,19.64689606464871961274029778122621480610150816081841014889067624447454664
194,19.69772886068605681687494754328485898256497391674515423129157586518171881
195,19.748430813379897394166260129577951267999849589425901243796311097994349147
196,19.799002927923645598463085134927642397657531279698342072060171006827382158
197,19.849446196705785080523937085432602533195504718534869779813860182518634169
198,19.899761599537087081314373708522971853229147777643812190854350801913390202
199,19.949950103872661371149209341209612749670161500111022313817243201115518321
200,20.000012665028992291178177450665790953517469401658137504382116576187268836
201,20.049950226396097632971645710786205135152501276664683568133484864501848083
202,20.099763719644943643419684270469403544124007630823191658887242163985657045
203,20.149454064930245158576297481116084937155186724672417880334817798596267377
204,20.199022171088775744562305176794222064714861417776476135009111566543520859
205,20.248468935833308749607416227057213178309044128335519991430077441094627731
206,20.297795245942306342491136005590274384334091427349893871463536222829298674
207,20.34700197744546992304890024267959225071266951794407435595481241729991337
208,20.396089995805261734334149373767850018550623551254834917110686391656872044
209,20.445060156094504078019347760991773582008524637767462270796414650719696992
210,20.493913303170159229477017381843137994968887433119217225128791084497965974
211,20.542650271843389961738555150941962675415668763571910832480144509038461971
212,20.591271887045997513440166567468783756293758648526780229772241043204673461
213,20.639778963993330870400225768904262543046428766364318615365679986374358378
214,20.688172308343758369301179521444359283141124875284119449759245892903877108
215,20.736452716354789870934139782032670723721881171361500627636792562931666202
216,20.784620975035935085650554841861294092254350968952667449818131454090028394
217,20.832677862298381061271553952315453885257079633801429292636931308393249255
218,20.880624147101569360115811553386500402542514861258057198424578035489005147
219,20.92846058959675105356255253229487123134499821916946866153900518589674463
220,20.976187941267595346358950652671123508262198114002706254191101011593660315
221,21.023806945067925405544699435109516578876009457009552564621164966098735577
222,21.071318335556652807370936530360561514417994935857243400200985223392087901
223,21.118722839029979927035472258507472615076439112051370794885420358734169047
224,21.166021173650937577664327500243859090874902539080052462503891287791329874
225,21.213214049576323254081487352524124895174516420400684619181071286275744803
226,21.260302169081103450977247657014917662004010244734551559419814773376625487
227,21.307286226680341701670250191036230372519909286420613978410169189078488666
228,21.354166909248712220420961487808644940775405725508937640546958046871890173
229,21.400944896137657325953963647249089218840215498468935950434815742359970045
230,21.447620859290245174334870659805468135322043121585309866304704644963667033
231,21.494195463353782733565467311901569888394612200194522434912990122446796433
232,21.540669365790237388232901188902537584240152525720040010480358485707326349
233,21.587043216984519068381333140428426091516790905062677222862707282818930986
234,21.633317660350673350650402970584629721347131136036124280270483671718742317
235,21.679493332436034579900916034352643044282507546824385442308404180284010763
236,21.725570863023386704351420865614555428794173976063340985731730555807819869
237,21.77155087523117820507421426336480522801044464132575101335084084580250291
238,21.817433985611836230004456024910338052365299136575217187364263784960695601
239,21.863220804248223811921636257735759556330146338523199550715720778380648941
240,21.908911934848282857747510190233704160347865925467076548375213234614558728
241,21.95450797483790444160388757933876171591366928819726479657266059886026878
242,22.000009515452066815076172149189146702307833430276564314568675428227978701
243,22.045417141824280463774544427257904922301774486898512446116578517123618505
244,22.090731433074378488363620355096390741104953248699943573752721494971183587
245,22.135952962394689569579832736587936975021870643439705178392127492349066463
246,22.181082297134629789255274898336639186635606884992863573491325607938959051
247,22.226119998883748621942063554892650774628735631363732212536551185156712133
248,22.271066623553263483348481957437745969943334716670936442073436688195717703
249,22.315922721456116321462882228796063488777234139750580799629317270386315183
250,22.360688837385584862997083977195080807710723354209262536431857029204808483
251,22.405365510692480280707640659963649060008991943183607143451406143661770374
252,22.449953275360962225365483379719650079596498369547847774217542940936679719
253,22.494452660083001368790065100817296428623403453794313504901512545705483333
